objectid,fid_blockg,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,shape_leng,fid_neighb,area,perimeter,neighbor,neighbor_i,hood,hood_no,acres,sqmiles,dpwdiv,unique_id,sectors,shape_le_1,shape_ar_1,page_number,plannerassign,created_user,created_date,last_edited_user,last_edited_date,temp,shape_area,shape_length
1303,89,42,003,210700,2,420032107002,Block Group 2,G5030,S,359658,0,+40.4578695,-080.0264589,9100.227534,40,7785965.5,80995.80627227,34,2116,Manchester,49,179.566,0.279,1,23,3,12528.4419932,7785965.49733,15,Stephanie Joy Everett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,7786246.77178955,12521.8751553066
1304,152,42,003,562700,1,420035627001,Block Group 1,G5030,S,374415,0,+40.4507843,-080.0144032,8746.40518879,56,3938870.2,80995.80627227,49,2131,Allegheny West,2,90.841,0.141,1,21,3,8658.04205132,3938870.37673,15,Stephanie Joy Everett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,3938762.53430176,8746.40533472507
1305,119,42,003,563200,1,420035632001,Block Group 1,G5030,S,316619,138447,+40.4496580,-079.9981098,9418.51640882,46,8455805,80995.80627227,51,2133,North Shore,57,195.014,0.303,1,18,16,17994.0875462,8455804.95408,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8464134.65582275,18012.2604146147
1306,178,42,003,562700,2,420035627002,Block Group 2,G5030,S,535964,5234,+40.4515765,-080.0053403,10563.7916968,60,5840713,80995.80627227,46,2128,Allegheny Center,1,134.703,0.21,1,19,3,10570.4148273,5840713.26537,15,Stephanie Joy Everett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,5831492.81634521,10563.7914589066
1307,181,42,003,270800,3,420032708003,Block Group 3,G5030,S,633737,0,+40.4865869,-080.0297229,13818.0976323,61,31143860,80995.80627227,4,2086,Brighton Heights,13,718.262,1.117,1,23,2,26060.6841316,31143860.7521,15,Stephanie Joy Everett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,31151103.564209,26096.44236743
1308,240,42,003,980900,1,420039809001,Block Group 1,G5030,S,1453388,854869,+40.4659231,-080.0458881,13293.0104401,72,6426350.5,80995.80627227,19,2101,Marshall-Shadeland,50,148.209,0.231,1,0,2,13293.0104401,6426350.59395,15,Stephanie Joy Everett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,34949162.6588745,50372.6569801489
1309,57,42,003,250700,1,420032507001,Block Group 1,G5030,S,560320,0,+40.4599421,-080.0218657,11709.5188144,90,6050988,80995.80627227,29,2111,California-Kirkbride,15,139.552,0.217,1,25,3,11711.3012479,6050987.83948,15,Stephanie Joy Everett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,6050816.77874756,11709.5187847549
1310,0, , , , , , , , ,0,0, , ,0,1292,,80995.80627227,0,0,Perry North,61,0,0,0,0,2,0,0,15,Stephanie Joy Everett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,34667400.0281982,31289.3844096433
1311,221,42,003,562900,2,420035629002,Block Group 2,G5030,S,4488597,20843,+40.3937604,-079.9499181,56370.8529134,70,48800708,87456.39013128,91,2173,Hays,38,1125.478,1.75,4,24,8,56384.6690814,48800707.2454,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,48800630.1711731,56384.7631506654
1312,246,42,003,310200,4,420033102004,Block Group 4,G5030,S,1047140,0,+40.3745282,-079.9191876,15834.1152842,73,27425090,87456.39013128,95,2177,Lincoln Place,46,632.497,0.984,4,113,8,27507.9002534,27425088.795,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,27419087.2030029,27506.9698383483
1313,326,42,003,310300,1,420033103001,Block Group 1,G5030,S,2048522,0,+40.3879201,-079.9225537,22945.9372883,82,22145166,87456.39013128,93,2175,New Homestead,55,510.728,0.794,4,94,8,22933.3239199,22145165.324,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,22151239.9017639,24388.2924557675
1314,286,42,003,130400,3,420031304003,Block Group 3,G5030,S,115917,0,+40.4496890,-079.8859784,6090.01400698,75,11104194,136797.97928478,45,2127,Homewood South,42,256.093,0.398,2,24,11,16565.7535005,11104193.7803,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,10913137.6002808,16284.9018049083
1315,35,42,003,980000,1,420039800001,Block Group 1,G5030,S,637235,237268,+40.4875790,-079.8907469,13581.8750903,21,7809355.5,136797.97928478,5,2087,Lincoln-Lemington-Belmar,47,180.105,0.28,2,24,11,13582.9721502,7809355.83398,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,50511795.2166138,41668.3866531664
1316,37,42,003,130600,1,420031306001,Block Group 1,G5030,S,365630,0,+40.4521925,-079.8817225,8027.6339264,22,15092615,136797.97928478,42,2124,East Hills,28,348.077,0.541,2,6,11,22217.8045081,15092615.3468,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,15091463.3389893,22208.5333355138
1317,73,42,003,080200,2,420030802002,Block Group 2,G5030,S,92307,0,+40.4617308,-079.9522528,4036.16383327,33,19572930,136797.97928478,27,2109,Bloomfield,10,451.405,0.702,2,94,12,21206.1896852,19572929.544,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,19574103.9956665,21204.3228953522
1318,84,42,003,110200,1,420031102001,Block Group 1,G5030,S,144791,0,+40.4780209,-079.9195862,5475.12806168,38,32419862,136797.97928478,9,2091,Highland Park,40,747.691,1.163,2,94,12,23264.5616983,32419862.5289,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,32419819.8477783,23261.7200983145
1319,86,42,003,101700,2,420031017002,Block Group 2,G5030,S,217979,0,+40.4672423,-079.9433700,6586.68365832,39,12751163,136797.97928478,18,2100,Garfield,35,294.077,0.457,2,113,12,14574.3266866,12751163.3098,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,12751161.0681763,14577.4415712318
1320,104,42,003,101400,4,420031014004,Block Group 4,G5030,S,149377,0,+40.4799173,-079.9300799,6038.17837146,44,10650824,136797.97928478,6,2088,Morningside,52,245.637,0.382,2,6,12,27033.4541634,10650824.4307,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,10650916.097168,27030.6293214983
1321,114,42,003,120400,1,420031204001,Block Group 1,G5030,S,176103,0,+40.4633748,-079.9087841,5462.85309992,45,12407882,136797.97928478,23,2105,Larimer,45,286.16,0.445,2,21,12,15726.185821,12407881.2955,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,12408545.2207031,15727.7050629131
1322,140,42,003,080700,2,420030807002,Block Group 2,G5030,S,143135,0,+40.4592964,-079.9351049,5199.2611236,50,2961361.7,136797.97928478,31,2113,Friendship,34,68.297,0.106,2,57,12,7707.14997437,2961361.71379,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,2960456.47009277,7707.16064712973
1323,215,42,003,141000,1,420031410001,Block Group 1,G5030,S,507903,0,+40.4328896,-079.8976172,16004.734351,69,5362860,136797.97928478,69,2151,Regent Square,66,123.682,0.192,3,19,10,15999.7778626,5362859.97196,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,5362506.00061035,16007.5089795281
1324,167,42,003,070900,2,420030709002,Block Group 2,G5030,S,136793,0,+40.4510923,-079.9473004,5126.46143374,58,25673624,136797.97928478,43,2125,Shadyside,68,592.104,0.921,2,23,12,25073.4622986,25673625.0628,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,25673092.725769,25089.4647387336
1325,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851,0,+40.4523867,-079.9073195,6787.52765016,71,7968760,136797.97928478,48,2130,Point Breeze North,64,183.781,0.286,2,113,11,13891.8733483,7968760.14936,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8153647.18988037,14047.0650239854
1326,292,42,003,130200,2,420031302002,Block Group 2,G5030,S,186305,0,+40.4594767,-079.8955903,5810.23622423,76,12103512,136797.97928478,33,2115,Homewood North,41,279.14,0.434,2,57,11,16962.0116448,12103511.7943,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,12104670.0998535,17057.9123664093
1327,308,42,003,120700,2,420031207002,Block Group 2,G5030,S,200053,0,+40.4569713,-079.9050701,6871.68807514,78,5542252.5,136797.97928478,36,2118,Homewood West,43,127.819,0.199,2,81,11,10087.8773129,5542252.62221,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,5548059.30963135,10086.3946305951
1328,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819,0,+40.4612717,-079.9187769,7027.65869296,80,16201454,136797.97928478,17,2099,East Liberty,29,373.65,0.581,2,25,12,22746.8768396,16201453.7079,15,Christopher Corbett,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,16202087.2481079,22765.4664303784
1329,0,42,003,040500,1,420030405001,Block Group 1,G5030,S,268195,0,+40.4406805,-079.9542332,7988.37939146,1,7843108,136797.97928478,63,2145,Central Oakland,20,180.883,0.281,3,113,14,11526.8632219,7843108.22191,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,7842996.64154053,11525.9045464262
1330,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472,0,+40.4458408,-079.9483932,3813.62098852,2,13904629,136797.97928478,41,2123,North Oakland,56,320.679,0.499,3,25,14,20941.386025,13904629.0582,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,13904691.3660889,20945.5625696204
1331,2,42,003,040200,2,420030402002,Block Group 2,G5030,S,282679,0,+40.4412437,-079.9626107,8260.91550164,3,5999801.5,136797.97928478,62,2144,West Oakland,88,138.372,0.215,3,21,14,18271.4263855,5999801.02567,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,5998648.88598633,18280.4833746079
1332,3,42,003,030500,2,420030305002,Block Group 2,G5030,S,284548,0,+40.4403871,-079.9813476,8670.42812162,4,7202139,136797.97928478,57,2139,Crawford-Roberts,24,166.101,0.258,3,19,15,15696.7592296,7202138.92257,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,7203337.01348877,15697.9143374161
1333,5,42,003,020300,1,420030203001,Block Group 1,G5030,S,1593129,329216,+40.4544996,-079.9812762,24019.5328648,5,16947852,136797.97928478,28,2110,Strip District,80,390.864,0.608,1,23,13,23903.0778522,16947852.9683,15,Andrea Lavin Kossis,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,16948729.0878296,24019.5259644419
1334,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715,0,+40.4406777,-079.9892121,7297.91973236,6,17846686,136797.97928478,58,2140,Central Business District,17,411.593,0.64,1,24,16,23034.9547029,17846685.4874,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,17845894.4051819,23034.9728311652
1335,15,42,003,981000,1,420039810001,Block Group 1,G5030,S,1377043,0,+40.4730821,-079.9488759,20578.3756175,14,26848464,136797.97928478,13,2095,Central Lawrenceville,18,619.199,0.963,2,24,13,25420.6493731,26848463.3819,15,Andrea Lavin Kossis,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,26848138.8778076,25436.4666355811
1336,348,42,003,050100,3,420030501003,Block Group 3,G5030,S,308316,0,+40.4459724,-079.9776953,7994.23136392,84,8503223,136797.97928478,53,2135,Middle Hill,51,196.108,0.305,3,25,15,14505.0915831,8503222.96244,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8515980.67712402,14512.9631477188
1337,203,42,003,140100,3,420031401003,Block Group 3,G5030,S,291302,0,+40.4427301,-079.9435821,8071.73494198,66,34078712,136797.97928478,55,2137,Squirrel Hill North,76,785.948,1.222,3,57,10,30343.6510759,34078713.1892,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,34077387.776001,30347.8868232893
1338,211,42,003,051100,1,420030511001,Block Group 1,G5030,S,183645,0,+40.4416579,-079.9764621,6208.94140454,67,9529806,136797.97928478,56,2138,Terrace Village,83,219.783,0.342,3,94,15,19562.5780689,9529806.36398,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,9519744.50933838,19569.1028321291
1339,25,42,003,010300,2,420030103002,Block Group 2,G5030,S,267511,0,+40.4369004,-079.9903987,6834.80662477,18,9127700,136797.97928478,67,2149,Bluff,11,210.51,0.327,3,57,15,15723.1745834,9127699.90244,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,9127071.90689087,15724.4309164234
1340,34,42,003,562900,1,420035629001,Block Group 1,G5030,S,1385581,586785,+40.4096285,-079.9486102,29907.6112744,20,44132028,136797.97928478,77,2159,Hazelwood,39,1017.805,1.583,3,25,9,42041.4499831,44132028.3656,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,44133946.4897766,42027.6884306884
1341,38,42,003,040900,3,420030409003,Block Group 3,G5030,S,253498,0,+40.4308074,-079.9518013,7343.08226623,23,14169730,136797.97928478,68,2150,South Oakland,70,326.793,0.508,3,19,14,19242.503109,14169729.7762,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,14169560.9747925,19226.8195223729
1342,48,42,003,151700,4,420031517004,Block Group 4,G5030,S,157178,0,+40.4216327,-079.9353993,5794.40171972,25,21551120,136797.97928478,75,2157,Greenfield,37,497.028,0.773,3,21,9,22518.2704223,21551119.9814,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,21546550.4389038,22527.7301595899
1343,54,42,003,141400,3,420031414003,Block Group 3,G5030,S,294702,0,+40.4266034,-079.9185733,8635.64213031,26,74470128,136797.97928478,64,2146,Squirrel Hill South,77,1717.485,2.671,3,23,10,50122.6510966,74470126.2694,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,74472403.0080872,50282.018973433
1344,71,42,003,101800,2,420031018002,Block Group 2,G5030,S,797007,0,+40.4847864,-079.9385823,22835.1086419,31,20492582,136797.97928478,8,2090,Stanton Heights,79,472.615,0.735,2,19,13,24387.8186052,20492582.6295,15,Andrea Lavin Kossis,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,20492989.5928955,24392.3188310188
1345,72,42,003,060300,1,420030603001,Block Group 1,G5030,S,391220,0,+40.4621267,-079.9609234,10355.0742837,32,11984375,136797.97928478,20,2102,Lower Lawrenceville,48,276.392,0.43,2,19,13,15396.9649665,11984374.8838,15,Andrea Lavin Kossis,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,11984354.2062988,15396.2493592681
1346,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833,0,+40.4420424,-079.9063310,14525.9016311,35,27997334,136797.97928478,54,2136,Point Breeze,63,645.695,1.004,3,6,10,25607.9691868,27997334.3753,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,27998896.305603,25612.1636143467
1347,83,42,003,141100,1,420031411001,Block Group 1,G5030,S,1226338,163168,+40.4196414,-079.9075532,20791.5444695,37,13379806,136797.97928478,79,2161,Swisshelm Park,82,308.575,0.48,3,57,10,20826.3192349,13379806.3379,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,13379301.1632385,20794.440320965
1348,93,42,003,101100,3,420031011003,Block Group 3,G5030,S,249635,0,+40.4818107,-079.9477736,10342.017761,41,11288746,136797.97928478,7,2089,Upper Lawrenceville,86,260.349,0.405,2,57,13,19192.7838984,11288745.6344,15,Andrea Lavin Kossis,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,11290028.6745605,19198.8638240757
1349,197,42,003,060500,2,420030605002,Block Group 2,G5030,S,255123,0,+40.4586040,-079.9613007,9025.77501356,63,7097053,136797.97928478,40,2122,Polish Hill,65,163.677,0.255,2,6,13,14866.1623252,7097053.08855,15,Andrea Lavin Kossis,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,7097882.31048584,14887.0336467633
1350,214,42,003,050900,1,420030509001,Block Group 1,G5030,S,462660,4114,+40.4512373,-079.9745804,14216.9644036,68,4997335.5,136797.97928478,47,2129,Bedford Dwellings,7,115.252,0.179,3,81,15,14192.7382254,4997335.34975,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,4997845.08190918,14216.9592134953
1351,338,42,003,050600,3,420030506003,Block Group 3,G5030,S,287852,0,+40.4507230,-079.9591365,9240.99510192,83,8722606,136797.97928478,44,2126,Upper Hill,85,201.167,0.313,3,19,15,11867.5123838,8722605.95883,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8719958.84802246,11857.0580565179
1352,96,42,003,562300,2,420035623002,Block Group 2,G5030,S,1197940,275741,+40.4050484,-079.9308344,18931.4939549,91,12713036,136797.97928478,90,2172,Glen Hazel,36,293.197,0.456,3,6,9,18931.702384,12713035.8578,15,Ose Akinlotan,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,12712922.3143921,18931.3705796189
1353,14,42,003,562400,5,420035624005,Block Group 5,G5030,S,138709,0,+40.4197360,-079.9991617,6015.55620698,13,11723429,198927.41614216,81,2163,Beltzhoover,9,270.374,0.421,4,113,6,13432.4122172,11723428.2416,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,11723616.9030762,13433.0279763115
1354,16,42,003,170200,1,420031702001,Block Group 1,G5030,S,406640,81747,+40.4302576,-079.9922422,12037.8994561,15,26083320,198927.41614216,72,2154,South Side Flats,72,601.553,0.936,4,81,7,34676.3550984,26083318.9691,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,26082183.0011292,34676.1513199039
1355,19,42,003,180300,3,420031803003,Block Group 3,G5030,S,140530,0,+40.4191918,-079.9927314,6293.7919057,16,8221419.5,198927.41614216,76,2158,Allentown,3,189.608,0.295,4,23,6,16208.5648002,8221419.7352,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8220977.07305908,16218.9559262232
1356,20,42,003,170600,1,420031706001,Block Group 1,G5030,S,326725,0,+40.4249025,-079.9876098,14495.7931028,17,19973024,198927.41614216,74,2156,South Side Slopes,73,460.632,0.716,4,6,7,26532.6997121,19973023.112,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,19973025.5580139,26531.3514870335
1357,45,42,003,180700,2,420031807002,Block Group 2,G5030,S,128061,0,+40.4247086,-080.0011285,5547.08880372,24,31760998,198927.41614216,65,2147,Mount Washington,54,732.495,1.139,5,25,6,33988.8822689,31760998.0351,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,31765256.7452698,34003.5249119437
1358,77,42,003,191100,2,420031911002,Block Group 2,G5030,S,884630,0,+40.4386014,-080.0260996,13787.4250385,36,17364276,198927.41614216,61,2143,Duquesne Heights,25,400.468,0.623,5,57,6,19320.4070461,17364275.0587,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,17361817.9022217,19324.7210219963
1359,120,42,003,562400,1,420035624001,Block Group 1,G5030,S,818084,0,+40.4077250,-080.0012233,15887.0065035,47,8738354,198927.41614216,86,2168,Bon Air,12,201.53,0.313,4,57,6,15889.5671438,8738354.36946,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8751989.70281982,15887.0064632861
1360,143,42,003,561600,2,420035616002,Block Group 2,G5030,S,863468,0,+40.4138332,-079.9632700,22763.2038638,51,13108599,198927.41614216,82,2164,Arlington,4,302.32,0.47,4,57,7,27698.1211959,13108599.1278,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,13110671.8506775,27697.8478262609
1361,146,42,003,561700,1,420035617001,Block Group 1,G5030,S,807397,0,+40.4088032,-079.9721874,12303.6006998,52,8640989,198927.41614216,88,2170,St. Clair,78,199.285,0.31,4,23,7,12308.2185407,8640989.25732,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8641804.52328491,12276.9850785676
1362,147,42,003,561700,2,420035617002,Block Group 2,G5030,S,268306,0,+40.4108740,-079.9793742,7452.43022474,53,2871538.2,198927.41614216,87,2169,Mt. Oliver,53,66.226,0.103,4,18,7,7443.40029017,2871538.43198,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,2872019.7432251,7445.90071969658
1363,173,42,003,300100,5,420033001005,Block Group 5,G5030,S,121963,0,+40.4109357,-079.9931744,5583.46861301,59,8411048,198927.41614216,85,2167,Knoxville,44,193.982,0.302,4,81,6,12000.7618324,8411048.34192,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,8410563.08865356,12003.2697609296
1364,202,42,003,561600,1,420035616001,Block Group 1,G5030,S,294192,0,+40.4168800,-079.9615214,10586.5307517,65,3667921.5,198927.41614216,83,2165,Arlington Heights,5,84.592,0.132,4,113,7,10585.5381722,3667921.40983,15,Anthony Kobak,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,3667473.19644165,10586.5307897883
1365,325,42,003,562800,1,420035628001,Block Group 1,G5030,S,1122222,0,+40.4202222,-080.0745718,18432.5428099,81,12049543,198927.41614216,78,2160,East Carnegie,27,277.895,0.432,5,94,4,18475.5630563,12049542.7323,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,12049491.3335876,18475.1462097126
1366,13,42,003,563100,2,420035631002,Block Group 2,G5030,S,880129,0,+40.4320100,-080.0530374,14820.1491893,12,19295586,198927.41614216,66,2148,Westwood,89,445.009,0.692,5,6,4,20939.3851045,19295586.8644,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,19295050.6885681,20933.406094009
